cuisine,id,salt,onions,olive_oil,water,garlic,sugar,garlic_cloves,butter,ground_black_pepper,all-purpose_flour,pepper,vegetable_oil,eggs,soy_sauce,kosher_salt,green_onions,tomatoes,large_eggs,carrots,unsalted_butter
italian,27462.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
mexican,37895.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
irish,1763.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
southern_us,26048.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
french,40994.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
southern_us,20176.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
italian,4115.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
thai,42176.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
greek,17905.0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
indian,8238.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
filipino,44601.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
mexican,37851.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
mexican,25231.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
italian,36076.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
thai,35318.0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
mexican,21884.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
moroccan,1410.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
jamaican,4309.0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
mexican,19732.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
italian,41701.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
greek,6833.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
indian,40899.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
southern_us,25367.0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
mexican,41252.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
indian,41056.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mexican,32631.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mexican,3500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mexican,3317.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
japanese,28768.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
mexican,46673.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
southern_us,49023.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
cajun_creole,48138.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
mexican,49282.0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
greek,13560.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
italian,34640.0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
mexican,40200.0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
mexican,30177.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
indian,15254.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
italian,22928.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
italian,17026.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
mexican,30592.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
indian,9026.0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
french,46983.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
italian,29538.0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
cajun_creole,35450.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
french,15414.0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
mexican,10335.0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
mexican,35261.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
italian,29354.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
french,48513.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
southern_us,35519.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
southern_us,16543.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
indian,38911.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
italian,27975.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
indian,23516.0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
greek,5959.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
chinese,2076.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
italian,30107.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
spanish,15984.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
thai,12399.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
mexican,11065.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spanish,11537.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
french,6229.0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
mexican,2167.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
french,29148.0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
spanish,25549.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
moroccan,40024.0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
french,12316.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
japanese,16898.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
brazilian,29492.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
italian,46243.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
korean,45466.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
italian,17660.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
italian,12021.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
indian,42610.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
indian,19627.0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
moroccan,43542.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
italian,42646.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
italian,4258.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
italian,11951.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
cajun_creole,19092.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
mexican,1635.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
greek,14521.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
italian,35148.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
italian,42922.0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0
italian,42542.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
indian,36130.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
indian,38839.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brazilian,15654.0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
southern_us,5495.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
french,7918.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
french,17289.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thai,39394.0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
cajun_creole,46498.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
french,41510.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
british,11605.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
mexican,11595.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
southern_us,42309.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
chinese,34820.0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
southern_us,37344.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mexican,41462.0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
indian,11063.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
chinese,26950.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
french,28692.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
italian,15751.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
indian,46922.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
southern_us,47766.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
mexican,19973.0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
italian,23183.0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
mexican,4063.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
italian,14803.0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
southern_us,3759.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
italian,34889.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
italian,32227.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
cajun_creole,1642.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
italian,3338.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
italian,39354.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
italian,30868.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
spanish,3297.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
mexican,21217.0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
cajun_creole,42481.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mexican,31641.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mexican,9940.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
filipino,20162.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
french,44666.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
greek,15687.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
japanese,26275.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
indian,48048.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mexican,46904.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
chinese,18599.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
indian,5632.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thai,44383.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
italian,25396.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
chinese,9717.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
indian,47977.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
cajun_creole,15370.0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
southern_us,47066.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
southern_us,35510.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
french,32946.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
korean,35424.0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
cajun_creole,26728.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
french,12729.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
cajun_creole,19289.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
thai,46464.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
southern_us,14554.0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
mexican,30998.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
irish,25485.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
italian,41636.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
southern_us,27655.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
indian,37788.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
italian,3196.0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
moroccan,29657.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
russian,28178.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
southern_us,45537.0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
mexican,24446.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
southern_us,12149.0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
southern_us,19445.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
japanese,3198.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
cajun_creole,5931.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
italian,736.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
chinese,27056.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
japanese,49373.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
italian,33459.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
mexican,36907.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
italian,40500.0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
spanish,10727.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jamaican,4612.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
cajun_creole,17517.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
cajun_creole,10998.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
italian,9580.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
indian,25564.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
southern_us,41651.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mexican,25364.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
italian,32738.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
korean,29164.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
italian,8540.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mexican,32668.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
french,46655.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
italian,48735.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
french,48674.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
italian,31412.0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
moroccan,3589.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
greek,10654.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
southern_us,40610.0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
chinese,26124.0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
mexican,23997.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
japanese,21559.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jamaican,40165.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
mexican,45014.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
southern_us,10655.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cajun_creole,19204.0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
indian,2884.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
moroccan,34034.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
italian,31075.0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
italian,20755.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
greek,45770.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
mexican,44949.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
french,40220.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
southern_us,40098.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
italian,33338.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
mexican,17612.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
southern_us,30386.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
spanish,38680.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
japanese,34082.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
jamaican,36131.0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
italian,13464.0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
italian,26874.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vietnamese,12216.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
italian,1174.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
indian,26680.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
southern_us,14093.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
russian,49685.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
chinese,41983.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
british,47579.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
italian,13598.0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
spanish,39550.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
british,19862.0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
mexican,5070.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
french,23899.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
italian,31012.0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
british,30277.0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
mexican,2134.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
korean,15164.0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
indian,22920.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
southern_us,48157.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
southern_us,41123.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
italian,39185.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thai,17846.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
indian,15491.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
southern_us,15213.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
british,46020.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
southern_us,4760.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
southern_us,33639.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
italian,23622.0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
mexican,25445.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
italian,12098.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
southern_us,36590.0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
italian,14024.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
filipino,32211.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
italian,590.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
french,33414.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
southern_us,23058.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
greek,4739.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
mexican,32461.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
british,6606.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
indian,39483.0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
italian,17030.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
chinese,22407.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
italian,27472.0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
southern_us,30257.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
chinese,4640.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
indian,34626.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
mexican,34824.0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
mexican,13634.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
italian,18855.0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
chinese,35064.0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
cajun_creole,28676.0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
indian,47694.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mexican,41522.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
mexican,46085.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
italian,8607.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
southern_us,16917.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
irish,41254.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
mexican,22765.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
italian,12755.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
japanese,4355.0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
southern_us,15742.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
mexican,33731.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chinese,18079.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
chinese,17247.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
mexican,30548.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
italian,44021.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
italian,39486.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
southern_us,14663.0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
chinese,4374.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
indian,20568.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
italian,18830.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
french,14744.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
indian,14736.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
jamaican,49074.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
indian,49460.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chinese,48768.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
mexican,39828.0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1
italian,43795.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
